SourceType,SourceTypeLabel,Title,Url,LocalPath,Seq,StandardNo,StandardKey,StandardPage,MappingMethod,Confidence,InterpretationNo
implementation_qa,实施问答,问：租赁期不超过12个月且包含购买选择权的租赁是否属于短期租赁？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zlzzsswd/202104/t20210425_3691864.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-157.html,157,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
implementation_qa,实施问答,问：对于按照金融工具列报准则第三章分类为权益工具的特殊金融工具，发行方在企业个别财...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691866.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-033.html,33,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
implementation_qa,实施问答,问：企业应当如何对持有的结构性存款进行会计处理，假设该结构性存款符合《中国银保监会...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691867.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-034.html,34,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业对向其他企业提供的委托贷款、财务担保或向集团关联企业提供的资金借贷等进行减...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691868.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-035.html,35,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：银行从事信用卡分期还款业务按实际利率法计算的利息收入，应当作为“利息收入”还是...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691869.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-036.html,36,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
implementation_qa,实施问答,问：银行收回已核销的贷款，应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691870.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-037.html,37,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：在金融工具确认计量准则施行日，将可供出售金融资产分类为以公允价值计量且其变动计...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691871.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-038.html,38,39,cas-39,concepts/accounting-standards/cas-39,title-topic-keyword,medium,
implementation_qa,实施问答,问：如果企业持有的金融资产以收取合同现金流量为目标，企业是否完全不能或者只能在一定...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691872.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-039.html,39,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：某企业执行2017年修订发布的企业会计准则第22、23、24和37号。该企业的联营（或合营...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691992.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-040.html,40,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：承租人与出租人签订租赁期为1年的租赁合同，能否简单认定该租赁为短期租赁？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zlzzsswd/202106/t20210610_3717408.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-158.html,158,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，应当如何应用“双特征”？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744017.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-042.html,42,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，应当如何应用“双控制”条件（1）“政...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744018.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-043.html,43,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，应当如何应用“双控制”条件（2）“PP...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744019.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-044.html,44,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，当PPP项目资产部分受到政府方控制时，...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744020.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-045.html,45,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间形成的合...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744021.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-046.html,46,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间发生的借...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744022.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-047.html,47,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间发生的建...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744024.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-048.html,48,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，集团合并范围内甲公司（发包方）承接P...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744025.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-049.html,49,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，如何确定履约义务的单独售价？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744028.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-050.html,50,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，社会资本方应当如何对PPP项目合同进行...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744029.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-051.html,51,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：社会资本方执行《企业会计准则解释第14号》时，如何对2020年12月31日前开始实施且至...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744030.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-052.html,52,,unmapped,,unmapped,low,14
implementation_qa,实施问答,问：某集团公司新设一家子公司，将现有其他子公司或业务注入该新设公司，假定在新设公司...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762826.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-053.html,53,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业为了履行收入合同而从事的运输活动，如果该运输活动不构成单项履约义务，相关运输成本作为合同履约成本，对合同履约成本进行摊销计入损益时如何在利润表中列示？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/srzzsswd/202111/t20211102_3762833.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-140.html,140,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
implementation_qa,实施问答,问：不符合固定资产资本化后续支出条件的固定资产日常修理费用应如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/gdzczzsswd/202111/t20211102_3762834.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-108.html,108,4,cas-04,concepts/accounting-standards/cas-04,url-category-slug,high,
implementation_qa,实施问答,问：联营企业或合营企业自2021年1月1日起执行新收入准则、新金融工具准则、新租赁准则（...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762836.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-056.html,56,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
implementation_qa,实施问答,问：联营企业或合营企业自2021年1月1日起执行新收入准则、新金融工具准则、新租赁准则（...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762836.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-056.html,56,21,cas-21,concepts/accounting-standards/cas-21,title-topic-keyword,medium,
implementation_qa,实施问答,问：对于首次执行企业会计准则的企业，在首次执行日应当如何执行《企业会计准则第38号——首次执行企业会计准则》和2006年之后发布并施行的企业会计准则及解释中的相关衔接规定？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/sczxzzsswd/202111/t20211102_3762840.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-134.html,134,38,cas-38,concepts/accounting-standards/cas-38,title-standard-number,high,
implementation_qa,实施问答,问：执行《小企业会计准则》的企业作为个人所得税的扣缴义务人，根据《中华人民共和国个...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762844.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-058.html,58,18,cas-18,concepts/accounting-standards/cas-18,title-topic-keyword,medium,
implementation_qa,实施问答,《新冠肺炎疫情相关租金减让会计处理规定》简化处理方法适用问答,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202205/t20220527_3813704.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-059.html,59,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：甲公司租赁某物业，租赁期为5年，每3个月支付一次租金。为支持甲公司经营发展，当地...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819697.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-060.html,60,21,cas-21,concepts/accounting-standards/cas-21,title-topic-keyword,medium,
implementation_qa,实施问答,问：甲公司在202×年报告期内处置了唯一的子公司，并且于202×年12月31日已经没有子公司...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819698.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-061.html,61,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：执行企业会计准则的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819699.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-062.html,62,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：执行《小企业会计准则》的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819702.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-063.html,63,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：投资方与其联营企业或合营企业之间发生投出或出售资产交易（构成业务的除外）而产生...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202301/t20230103_3861811.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-064.html,64,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：上市公司乙公司是甲公司的联营企业。乙公司向员工以非公开发行的方式授予限售期为3年...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202301/t20230103_3861812.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-065.html,65,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：汽车销售企业在日常活动中购进并用于销售的二手车，应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202301/t20230103_3861813.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-066.html,66,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：如果子公司执行新保险合同会计准则的时间晚于集团公司，子公司应当如何按照新保险合...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872123.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-067.html,67,25,cas-25,concepts/accounting-standards/cas-25,title-topic-keyword,medium,
implementation_qa,实施问答,问：对于具有直接参与分红特征的保险合同，企业选择将保险合同金融变动额分解计入当期保...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872125.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-068.html,68,25,cas-25,concepts/accounting-standards/cas-25,title-topic-keyword,medium,
implementation_qa,实施问答,问：根据新保险合同会计准则，企业如何采用“自下而上的方法”确定不随基础项目回报而变...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872126.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-069.html,69,25,cas-25,concepts/accounting-standards/cas-25,title-topic-keyword,medium,
implementation_qa,实施问答,问：新保险合同会计准则第九章中的有关披露要求如何与《企业会计准则第28号——会计政策...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872127.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-070.html,70,28,cas-28,concepts/accounting-standards/cas-28,title-standard-number,high,
implementation_qa,实施问答,问：企业应当如何判定权益工具投资为“非交易性”，从而符合指定为以公允价值计量且其变...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892060.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-071.html,71,39,cas-39,concepts/accounting-standards/cas-39,title-topic-keyword,medium,
implementation_qa,实施问答,问：商业银行应当如何确定一项主营业务活动中发生的支出属于金融工具的交易费用、“手续...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892061.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-072.html,72,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业通过签订衍生金融工具对日常销售或采购非金融项目的合同或合同组合（能够以现金...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892063.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-073.html,73,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：对于满足《企业会计准则第24号——套期会计》规定条件的套期关系，企业应当如何认定...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892064.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-074.html,74,24,cas-24,concepts/accounting-standards/cas-24,title-standard-number,high,
implementation_qa,实施问答,问：上市公司乙公司是甲公司的联营企业，甲公司对乙公司的长期股权投资采用权益法核算。...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230710_3895086.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-075.html,75,2,cas-02,concepts/accounting-standards/cas-02,title-topic-keyword,medium,
implementation_qa,实施问答,问：企业合并所形成的商誉应当自购买日起按照合理的方法分摊至相关的资产组或资产组组合...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230710_3895087.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-076.html,76,20,cas-20,concepts/accounting-standards/cas-20,title-topic-keyword,medium,
implementation_qa,实施问答,问：在计量金融工具的预期信用损失时，应当如何考虑财务担保合同等信用增级所产生的现金流量？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jrgjzzss/202307/t20230717_3896716.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-117.html,117,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
implementation_qa,实施问答,问：甲公司持有某结构化主体的份额（甲公司对该结构化主体不具有控制、共同控制或重大影...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230717_3896759.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-078.html,78,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：某企业对职工实行股权激励计划，并约定了服务期和业绩条件。在等待期内，某已参加该...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230717_3896761.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-079.html,79,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：对于企业内部数据资源研究开发项目的支出，应当如何对其开发阶段有关支出资本化的条...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202410/t20241030_3946594.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-080.html,80,6,cas-06,concepts/accounting-standards/cas-06,title-topic-keyword,medium,
implementation_qa,实施问答,问：对于一项同时包含主险和附加险的保险合同，企业应当如何确定该合同的主险和附加险是否应当分拆？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xbxhtsswd/202501/t20250110_3951457.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-143.html,143,25,cas-25,concepts/accounting-standards/cas-25,url-category-slug,high,
implementation_qa,实施问答,问：企业在评估保险合同是否为具有直接参与分红特征的保险合同时，如何确定评估时点、评估单元以及未来现金流量可能的情景？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xbxhtsswd/202501/t20250110_3951460.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-144.html,144,25,cas-25,concepts/accounting-standards/cas-25,url-category-slug,high,
implementation_qa,实施问答,问：甲公司持有某大厦写字楼（含玻璃幕墙），甲公司按照《企业会计准则第4号——固定资产》等规定将大厦和玻璃幕墙总体确认为一项固定资产，原值10亿元，采用年限平均法折旧，折旧年限35年，截至2×24年末已计提折旧30年。大厦建造时间早，原有的玻璃幕墙使用年限较长，存在脱落风险。考虑安全性等因素，甲公司对大厦进行玻璃幕墙改造，改造支出预计1亿元，预计2×25年完工。甲公司认为改造后的大厦消除了玻璃脱落等不安全因素，延长了大厦的使用寿命，拟将大厦的折旧年限变更为40年，玻璃幕墙改造支出予以资本化，计入大厦资产原值。甲公司是否应当变更大厦的折旧年限？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/gdzczzsswd/202504/t20250417_3962188.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-109.html,109,4,cas-04,concepts/accounting-standards/cas-04,title-standard-number,high,
implementation_qa,实施问答,问：甲公司按照《企业会计准则第6号——无形资产》、《企业会计准则解释第15号》等规定，已将不满足资本化条件的研发支出（包括研发样机的相关支出）全部作费用化处理，计入了当期研发费用。此后期间，甲公司与有意愿购买研发样机的客户签订销售合同并实现了销售。在签订销售合同或者销售研发样机时，甲公司是否可将以前期间已费用化的研发样机支出金额从本期研发费用中冲回，再转入存货（如果尚未销售）或营业成本（如果已经销售）？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/wxzczzsswd/202504/t20250417_3962191.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-142.html,142,6,cas-06,concepts/accounting-standards/cas-06,title-standard-number,high,15
implementation_qa,实施问答,问：甲公司2×24年度按照法律法规要求应补缴2×23年度企业所得税税款500万元。甲公司根据...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202504/t20250417_3962193.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-085.html,85,18,cas-18,concepts/accounting-standards/cas-18,title-topic-keyword,medium,
implementation_qa,实施问答,问：企业对于期限在一年或一个营业周期以上的保证类质量保证形成的预计负债，如何区分流...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202504/t20250417_3962195.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-086.html,86,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业在期货交易场所频繁买卖标准仓单（即由交割库开具并经期货交易场所登记的标准化...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202507/t20250703_3967195.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-087.html,87,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：对于包含导致合同现金流量时间分布或金额变动的或有特征条款的金融资产，企业应当如...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202604/t20260430_3988923.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-088.html,88,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：甲银行委托信托公司设立资产证券化信托计划，将不良贷款转让给该信托计划，作为发行...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202604/t20260430_3988924.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-089.html,89,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：根据《关于加强万能型人身保险监管有关事项的通知》（金规〔2025〕14号）计提特别储...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202604/t20260430_3988925.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-090.html,90,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：保险公司改变保险合同负债计量所采用的折现率的确定方法，如将“自上而下的方法”修...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202604/t20260430_3988926.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-091.html,91,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
implementation_qa,实施问答,问：保险公司改变保险合同负债计量所采用的折现率的确定方法，如将“自上而下的方法”修改为“自下而上的方法”，在不存在前期差错的情况下，应当按照会计估计变更还是会计政策变更进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xbxhtsswd/202604/t20260430_3988926.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-146.html,146,25,cas-25,concepts/accounting-standards/cas-25,url-category-slug,high,
implementation_qa,实施问答,问：对于适用《企业会计准则第25号——保险合同》（财会〔2020〕20号，以下简称新保险合同准则）的保险合同所产生的应收保费、保单贷款、摊回赔款及费用等应收款项，企业是否应当按照《企业会计准则第22号——金融工具确认和计量》中的预期信用损失法进行减值会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/xbxhtsswd/202604/t20260430_3988927.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-147.html,147,25,cas-25,concepts/accounting-standards/cas-25,title-standard-number,high,
implementation_qa,实施问答,问：乙公司为中国境内非上市保险企业。甲公司持有乙公司30%股权，对乙公司采用权益法核算...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202606/t20260618_3991862.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-093.html,93,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：投资方的联营企业作为合并方发生同一控制下企业合并的情况下，依据同一控制下企业合...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202606/t20260618_3991863.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-094.html,94,20,cas-20,concepts/accounting-standards/cas-20,title-topic-keyword,medium,
implementation_qa,实施问答,问：甲公司主要从事某材料的生产，于2×25年9月1日在乙经济开发区投资建设某项目，并与乙...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202606/t20260618_3991864.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-095.html,95,,unmapped,,unmapped,low,
implementation_qa,实施问答,新矿产资源法下探矿权专门借款费用资本化问题,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jkwd/202606/t20260618_3991865.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-115.html,115,17,cas-17,concepts/accounting-standards/cas-17,url-category-slug,high,
implementation_qa,实施问答,问：甲公司委托乙设备生产商建造大型定制专用设备，定制周期超过1年，设备到场后在甲公司...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202606/t20260618_3991866.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-097.html,97,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：非同一控制下企业合并中涉及的补偿性资产与或有对价之间的区别是什么？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/qyhbzzsswd/202606/t20260618_3991867.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-133.html,133,20,cas-20,concepts/accounting-standards/cas-20,url-category-slug,high,
implementation_qa,实施问答,问：甲公司处置其唯一子公司并丧失控制权，在处置子公司当期仍应编制合并财务报表，但在处置后的下一年度及后续会计期间应以原个别财务报表还是原合并财务报表为基础进行报表编制工作？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/hbcwbbzzsswd/202606/t20260618_3991868.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-113.html,113,33,cas-33,concepts/accounting-standards/cas-33,url-category-slug,high,
implementation_qa,实施问答,问：《中华人民共和国增值税法》（以下简称增值税法）2026年1月1日起施行后，一般用电企...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202606/t20260618_3991869.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-100.html,100,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：汽车销售企业在日常活动中购进并用于销售的二手车，应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/chzzsswd/202301/t20230103_3861813.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-101.html,101,1,cas-01,concepts/accounting-standards/cas-01,url-category-slug,high,
implementation_qa,实施问答,问：联营企业或合营企业自2021年1月1日起执行新收入准则、新金融工具准则、新租赁准则（以下简称“新准则”）。投资方执行新准则的时间早于其联营企业或合营企业，但在联营企业或合营企业尚未执行新准则的期间，因客观条件限制，投资方采用权益法核算时未按照新准则对联营企业或合营企业的财务报表进行调整。针对联营企业或合营企业按照新准则衔接规定对报表期初数进行的调整，投资方在采用权益法核算时应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/cqgqtzzzsswd/202111/t20211102_3762836.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-102.html,102,2,cas-02,concepts/accounting-standards/cas-02,url-category-slug,high,
implementation_qa,实施问答,问：投资方与其联营企业或合营企业之间发生投出或出售资产交易（构成业务的除外）而产生的未实现内部交易损益，投资方在编制合并财务报表时应如何抵销？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/cqgqtzzzsswd/202301/t20230103_3861811.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-103.html,103,2,cas-02,concepts/accounting-standards/cas-02,url-category-slug,high,
implementation_qa,实施问答,问：上市公司乙公司是甲公司的联营企业。乙公司向员工以非公开发行的方式授予限售期为3年的限制性股票用于股权激励，并完成股东登记手续。乙公司与员工约定，自授予日起，员工服务满3年后可一次性解锁股份；限售期限内离职的，乙公司按员工认购价格回购相应股份。乙公司增发限制性股票时，甲公司对乙公司的长期股权投资是否应当按照股权被动稀释进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/cqgqtzzzsswd/202301/t20230103_3861812.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-104.html,104,2,cas-02,concepts/accounting-standards/cas-02,url-category-slug,high,
implementation_qa,实施问答,问：乙公司为中国境内非上市保险企业。甲公司持有乙公司30%股权，对乙公司采用权益法核算。甲公司及其子公司、其他联营企业、合营企业均不涉及保险业务，且甲公司未对保险业务建立自身的会计政策。乙公司自2026年1月1日起执行《企业会计准则第25号——保险合同》（以下简称新保险合同准则）。乙公司根据新保险合同准则第三十四条会计政策选择权的有关规定，在合同组合层面选择“将保险合同金融变动额分解计入当期保险财务损益和其他综合收益”。2026年，甲公司在对乙公司的长期股权投资进行权益法核算时，能否采用与乙公司不一致的会计政策，即选择“将保险合同金融变动额全额计入当期保险财务损益”，从而对乙公司的财务报表进行调整？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/cqgqtzzzsswd/202606/t20260618_3991862.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-105.html,105,25,cas-25,concepts/accounting-standards/cas-25,title-standard-number,high,
implementation_qa,实施问答,问：投资方的联营企业作为合并方发生同一控制下企业合并的情况下，依据同一控制下企业合并的会计处理原则，联营企业于合并日需将取得的被合并方净资产的入账价值与合并对价账面价值之间的差额调整资本公积等，并视同自最终控制方开始控制被合并方时起即控制被合并方，在联营企业合并财务报表中将被合并方合并日前的留存收益、其他综合收益等中归属于合并方的部分自资本公积转入留存收益、其他综合收益等。投资方在对该联营企业的长期股权投资进行权益法核算时，针对联营企业的上述会计处理，投资方应如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/cqgqtzzzsswd/202606/t20260618_3991863.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-106.html,106,2,cas-02,concepts/accounting-standards/cas-02,url-category-slug,high,
implementation_qa,实施问答,问：企业对于期限在一年或一个营业周期以上的保证类质量保证形成的预计负债，如何区分流动负债和非流动负债进行列示？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/cwbblbzzsswd/202504/t20250417_3962195.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-107.html,107,30,cas-30,concepts/accounting-standards/cas-30,url-category-slug,high,
